Epoch , PRN , SvX , SvY , SvZ, PrM, PrSigmaM , GTx , GTy, GTz
1254 , 2 , -2732693.649889 , -17060075.869200 , 20827983.874288 , 21240284.702732, 1.498962, -2706296.927943, -4276292.768327, 3868935.581676
1254 , 5 , -1776061.133579 , -26383444.124218 , 518822.049381 , 22381595.583989, 1.798755, -2706296.927943, -4276292.768327, 3868935.581676
1254 , 6 , 9191556.148754 , -11856894.309324 , 21972800.358072 , 22954255.816002, 2.098547, -2706296.927943, -4276292.768327, 3868935.581676
1254 , 12 , -10542098.926339 , -18092872.022711 , 16198043.123130 , 20110019.297471, 1.199170, -2706296.927943, -4276292.768327, 3868935.581676
1254 , 24 , -21023238.911906 , -14988639.745197 , -7193471.613784 , 23932638.782124, 5.096472, -2706296.927943, -4276292.768327, 3868935.581676
1254 , 25 , -14627299.613263 , -7787392.608502 , 20574216.261756 , 20823456.158947, 3.297717, -2706296.927943, -4276292.768327, 3868935.581676
1254 , 29 , -21988036.731347 , 901614.167131 , 14843311.403523 , 22784983.619572, 1.798755, -2706296.927943, -4276292.768327, 3868935.581676
1255 , 2 , -2730362.180991 , -17059166.826677 , 20829062.358546 , 21240590.273126, 1.498962, -2706304.743063, -4276273.994277, 3868950.943750
1255 , 5 , -1775728.733194 , -26383388.205381 , 521990.515707 , 22381101.307449, 1.798755, -2706304.743063, -4276273.994277, 3868950.943750
1255 , 6 , 9194013.952106 , -11855614.153857 , 21972466.432945 , 22954841.092726, 2.698132, -2706304.743063, -4276273.994277, 3868950.943750
1255 , 12 , -10541906.996314 , -18094959.331960 , 16195883.448258 , 20110058.052734, 1.199170, -2706304.743063, -4276273.994277, 3868950.943750
1255 , 24 , -21022309.410267 , -14988563.455385 , -7196391.213297 , 23933237.845527, 4.796679, -2706304.743063, -4276273.994277, 3868950.943750
1255 , 25 , -14627352.307201 , -7790052.776229 , 20573209.687186 , 20823116.892786, 3.297717, -2706304.743063, -4276273.994277, 3868950.943750
1255 , 29 , -21986457.228008 , 900570.869357 , 14845704.848431 , 22784543.907738, 2.098547, -2706304.743063, -4276273.994277, 3868950.943750
1255 , 31 , -8461476.071627 , 12745781.839595 , 21681978.622828 , 25304391.222686, 4.796679, -2706304.743063, -4276273.994277, 3868950.943750
1256 , 2 , -2728030.538830 , -17058257.871796 , 20830140.423944 , 21240871.517916, 15.889000, -2706312.582791, -4276255.295868, 3868966.139935
1256 , 5 , -1775396.295751 , -26383331.906833 , 525158.970828 , 22380602.790516, 2.398340, -2706312.582791, -4276255.295868, 3868966.139935
1256 , 12 , -10541715.200245 , -18097046.376798 , 16193723.425366 , 20110089.269502, 4.796679, -2706312.582791, -4276255.295868, 3868966.139935
1256 , 24 , -21021379.574244 , -14988487.070432 , -7199310.663516 , 23933865.649458, 9.293566, -2706312.582791, -4276255.295868, 3868966.139935
1256 , 25 , -14627405.150695 , -7792712.809288 , 20572202.667838 , 20822779.354194, 8.094396, -2706312.582791, -4276255.295868, 3868966.139935
1256 , 29 , -21984877.525226 , 899527.326809 , 14848097.976893 , 22784106.237577, 2.698132, -2706312.582791, -4276255.295868, 3868966.139935
1256 , 31 , -8463903.189371 , 12744462.153156 , 21681852.022553 , 25303935.604568, 4.197094, -2706312.582791, -4276255.295868, 3868966.139935
1257 , 2 , -2725698.724428 , -17057349.004782 , 20831218.070174 , 21241208.830260, 1.798755, -2706320.451972, -4276236.704973, 3868981.246640
1257 , 5 , -1775063.821304 , -26383275.228578 , 528327.414569 , 22380110.293907, 2.997925, -2706320.451972, -4276236.704973, 3868981.246640
1257 , 6 , 9198929.681841 , -11853054.354880 , 21971797.187662 , 22956014.857030, 3.597509, -2706320.451972, -4276236.704973, 3868981.246640
1257 , 12 , -10541523.538182 , -18099133.157035 , 16191563.054600 , 20110126.489147, 1.199170, -2706320.451972, -4276236.704973, 3868981.246640
1257 , 24 , -21020449.403580 , -14988410.590563 , -7202229.964775 , 23934481.779155, 7.195019, -2706320.451972, -4276236.704973, 3868981.246640
1257 , 29 , -21983297.623026 , 898483.539432 , 14850490.788914 , 22783663.506840, 1.798755, -2706320.451972, -4276236.704973, 3868981.246640
1257 , 31 , -8466330.364051 , 12743142.616670 , 21681724.959774 , 25303481.190403, 4.197094, -2706320.451972, -4276236.704973, 3868981.246640
1258 , 2 , -2723366.736822 , -17056440.225471 , 20832295.297522 , 21241516.459772, 2.098547, -2706328.381211, -4276218.163972, 3868996.273071
1258 , 5 , -1774731.309728 , -26383218.170622 , 531495.846982 , 22379612.073614, 1.798755, -2706328.381211, -4276218.163972, 3868996.273071
1258 , 6 , 9201387.608133 , -11851774.711405 , 21971461.867515 , 22956598.284005, 2.698132, -2706328.381211, -4276218.163972, 3868996.273071
1258 , 12 , -10541332.010047 , -18101219.672713 , 16189402.335931 , 20110158.909978, 1.199170, -2706328.381211, -4276218.163972, 3868996.273071
1258 , 19 , 17781388.344739 , -16687925.121894 , 10201715.854057 , 24779717.856387, 13.790453, -2706328.381211, -4276218.163972, 3868996.273071
1258 , 24 , -21019518.898197 , -14988334.015882 , -7205149.117139 , 23935073.007449, 8.094396, -2706328.381211, -4276218.163972, 3868996.273071
1258 , 25 , -14627511.286256 , -7798032.471429 , 20570187.294811 , 20822082.429340, 3.897302, -2706328.381211, -4276218.163972, 3868996.273071
1258 , 29 , -21981717.521506 , 897439.507295 , 14852883.284382 , 22783223.149361, 1.498962, -2706328.381211, -4276218.163972, 3868996.273071
1258 , 31 , -8468757.595589 , 12741823.230179 , 21681597.434498 , 25303028.573755, 4.197094, -2706328.381211, -4276218.163972, 3868996.273071
1259 , 2 , -2721034.576395 , -17055531.533978 , 20833372.105861 , 21241825.049048, 2.398340, -2706336.355451, -4276199.625123, 3869011.216525
1259 , 5 , -1774398.760992 , -26383160.732970 , 534664.267929 , 22379115.423854, 1.798755, -2706336.355451, -4276199.625123, 3869011.216525
1259 , 6 , 9203845.575286 , -11850495.238641 , 21971126.082375 , 22957181.484136, 2.398340, -2706336.355451, -4276199.625123, 3869011.216525
1259 , 12 , -10541140.615818 , -18103305.923725 , 16187241.269459 , 20110194.384597, 1.199170, -2706336.355451, -4276199.625123, 3869011.216525
1259 , 19 , 17782670.421146 , -16688354.662085 , 10198860.188832 , 24780265.365657, 3.897302, -2706336.355451, -4276199.625123, 3869011.216525
1259 , 25 , -14627564.578308 , -7800692.100177 , 20569178.941237 , 20821740.772492, 3.897302, -2706336.355451, -4276199.625123, 3869011.216525
1259 , 29 , -21980137.220715 , 896395.230334 , 14855275.463265 , 22782783.158314, 1.498962, -2706336.355451, -4276199.625123, 3869011.216525
1259 , 31 , -8471184.883886 , 12740503.993734 , 21681469.446731 , 25302583.495228, 3.897302, -2706336.355451, -4276199.625123, 3869011.216525
1260 , 2 , -2718702.243255 , -17054622.930342 , 20834448.495159 , 21242136.430362, 2.098547, -2706344.453648, -4276181.052977, 3869026.044664
1260 , 5 , -1774066.175080 , -26383102.915626 , 537832.677358 , 22378618.268035, 1.498962, -2706344.453648, -4276181.052977, 3869026.044664
1260 , 6 , 9206303.583164 , -11849215.936660 , 21970789.832255 , 22957768.366272, 2.398340, -2706344.453648, -4276181.052977, 3869026.044664
1260 , 12 , -10540949.355495 , -18105391.909998 , 16185079.855233 , 20110232.651253, 1.199170, -2706344.453648, -4276181.052977, 3869026.044664
1260 , 19 , 17783952.145670 , -16688784.117850 , 10196004.303480 , 24780814.480364, 3.897302, -2706344.453648, -4276181.052977, 3869026.044664
1260 , 25 , -14627618.019851 , -7803351.593995 , 20568170.142970 , 20821398.609591, 3.597509, -2706344.453648, -4276181.052977, 3869026.044664
1260 , 29 , -21978556.720713 , 895350.708578 , 14857667.325512 , 22782343.254521, 1.199170, -2706344.453648, -4276181.052977, 3869026.044664
1260 , 31 , -8473612.229021 , 12739184.907288 , 21681340.996472 , 25302130.738679, 4.197094, -2706344.453648, -4276181.052977, 3869026.044664
1261 , 2 , -2716369.737379 , -17053714.414613 , 20835524.465399 , 21242450.778211, 2.098547, -2706352.920816, -4276162.520041, 3869040.671602
1261 , 5 , -1773733.551891 , -26383044.718600 , 541001.075134 , 22378127.376849, 1.798755, -2706352.920816, -4276162.520041, 3869040.671602
1261 , 6 , 9208761.631766 , -11847936.805444 , 21970453.117160 , 22958357.935742, 2.398340, -2706352.920816, -4276162.520041, 3869040.671602
1261 , 12 , -10540758.228945 , -18107477.631573 , 16182918.093260 , 20110268.492327, 1.199170, -2706352.920816, -4276162.520041, 3869040.671602
1261 , 19 , 17785233.518207 , -16689213.489118 , 10193148.198246 , 24781384.849452, 4.197094, -2706352.920816, -4276162.520041, 3869040.671602
1261 , 25 , -14627671.610843 , -7806010.952822 , 20567160.900049 , 20821060.617290, 3.897302, -2706352.920816, -4276162.520041, 3869040.671602
1261 , 29 , -21976976.021566 , 894305.941934 , 14860058.871068 , 22781904.223241, 1.199170, -2706352.920816, -4276162.520041, 3869040.671602
1261 , 31 , -8476039.630861 , 12737865.970909 , 21681212.083729 , 25301681.838620, 3.597509, -2706352.920816, -4276162.520041, 3869040.671602
1262 , 2 , -2714037.058854 , -17052805.986811 , 20836600.016569 , 21242764.707254, 1.798755, -2706361.845023, -4276143.955440, 3869054.950008
1262 , 5 , -1773400.891396 , -26382986.141892 , 544169.461314 , 22377630.360620, 2.098547, -2706361.845023, -4276143.955440, 3869054.950008
1262 , 6 , 9211219.721003 , -11846657.845042 , 21970115.937096 , 22958947.365596, 2.698132, -2706361.845023, -4276143.955440, 3869054.950008
1262 , 12 , -10540567.236244 , -18109563.088291 , 16180755.983636 , 20110308.102649, 1.199170, -2706361.845023, -4276143.955440, 3869054.950008
1262 , 19 , 17786514.538927 , -16689642.775823 , 10190291.872910 , 24781946.388592, 5.696057, -2706361.845023, -4276143.955440, 3869054.950008
1262 , 29 , -21975395.123343 , 893260.930504 , 14862450.099862 , 22781468.071251, 1.498962, -2706361.845023, -4276143.955440, 3869054.950008
1262 , 31 , -8478467.089333 , 12736547.184640 , 21681082.708507 , 25301232.519721, 3.597509, -2706361.845023, -4276143.955440, 3869054.950008
1263 , 2 , -2711704.207642 , -17051897.646982 , 20837675.148657 , 21243076.420119, 1.798755, -2706371.625950, -4276125.350975, 3869068.545601
1263 , 5 , -1773068.193550 , -26382927.185512 , 547337.835689 , 22377140.725850, 2.997925, -2706371.625950, -4276125.350975, 3869068.545601
1263 , 6 , 9213677.850849 , -11845379.055450 , 21969778.292069 , 22959537.284061, 2.098547, -2706371.625950, -4276125.350975, 3869068.545601
1263 , 12 , -10540376.377265 , -18111648.280190 , 16178593.526368 , 20110346.107550, 1.199170, -2706371.625950, -4276125.350975, 3869068.545601
1263 , 19 , 17787795.207856 , -16690071.977852 , 10187435.327566 , 24782502.413565, 4.197094, -2706371.625950, -4276125.350975, 3869068.545601
1263 , 29 , -21973814.026078 , 892215.674144 , 14864841.011893 , 22781028.795663, 2.398340, -2706371.625950, -4276125.350975, 3869068.545601
1263 , 31 , -8480894.604301 , 12735228.548552 , 21680952.870814 , 25300793.880164, 3.597509, -2706371.625950, -4276125.350975, 3869068.545601
1264 , 2 , -2709371.183965 , -17050989.395177 , 20838749.861607 , 21243395.374826, 1.798755, -2706382.647336, -4276106.785288, 3869081.236582
1264 , 5 , -1772735.458329 , -26382867.849460 , 550506.198292 , 22376649.049389, 2.997925, -2706382.647336, -4276106.785288, 3869081.236582
1264 , 6 , 9216136.021157 , -11844100.436753 , 21969440.182092 , 22960131.442931, 1.798755, -2706382.647336, -4276106.785288, 3869081.236582
1264 , 12 , -10540185.652054 , -18113733.207149 , 16176430.721527 , 20110385.665522, 1.199170, -2706382.647336, -4276106.785288, 3869081.236582
1264 , 19 , 17789075.524849 , -16690501.095240 , 10184578.562362 , 24783062.103003, 4.197094, -2706382.647336, -4276106.785288, 3869081.236582
1264 , 25 , -14627833.280419 , -7813988.218752 , 20564130.503508 , 20820044.581265, 4.796679, -2706382.647336, -4276106.785288, 3869081.236582
1264 , 29 , -21972232.729846 , 891170.172954 , 14867231.607079 , 22780590.183189, 4.197094, -2706382.647336, -4276106.785288, 3869081.236582
1264 , 31 , -8483322.175911 , 12733910.062559 , 21680822.570645 , 25300343.287310, 3.297717, -2706382.647336, -4276106.785288, 3869081.236582
1265 , 2 , -2707037.987690 , -17050081.231417 , 20839824.155440 , 21243710.542829, 2.098547, -2706394.514269, -4276088.321451, 3869093.195309
1265 , 5 , -1772402.685611 , -26382808.133747 , 553674.549050 , 22376155.680263, 2.698132, -2706394.514269, -4276088.321451, 3869093.195309
1265 , 6 , 9218594.231954 , -11842821.988917 , 21969101.607165 , 22960724.519869, 1.798755, -2706394.514269, -4276088.321451, 3869093.195309
1265 , 12 , -10539995.060521 , -18115817.869157 , 16174267.569152 , 20110425.921499, 1.199170, -2706394.514269, -4276088.321451, 3869093.195309
1265 , 19 , 17790355.489866 , -16690930.127909 , 10181721.577455 , 24783635.386109, 6.295642, -2706394.514269, -4276088.321451, 3869093.195309
1265 , 29 , -21970651.234726 , 890124.426886 , 14869621.885346 , 22780155.270166, 4.197094, -2706394.514269, -4276088.321451, 3869093.195309
1265 , 31 , -8485749.803947 , 12732591.726781 , 21680691.808012 , 25299898.208626, 2.098547, -2706394.514269, -4276088.321451, 3869093.195309
1266 , 2 , -2704704.618920 , -17049173.155752 , 20840898.030117 , 21244026.304143, 2.398340, -2706407.091617, -4276070.117825, 3869104.374617
1266 , 5 , -1772069.875407 , -26382748.038377 , 556842.887807 , 22375668.593213, 2.398340, -2706407.091617, -4276070.117825, 3869104.374617
1266 , 6 , 9221052.483130 , -11841543.711995 , 21968762.567301 , 22961320.580801, 1.798755, -2706407.091617, -4276070.117825, 3869104.374617
1266 , 12 , -10539804.602620 , -18117902.266178 , 16172104.069279 , 20110464.659309, 1.199170, -2706407.091617, -4276070.117825, 3869104.374617
1266 , 19 , 17791635.102979 , -16691359.075773 , 10178864.372815 , 24784212.246524, 8.094396, -2706407.091617, -4276070.117825, 3869104.374617
1266 , 24 , -21012062.811982 , -14987718.006809 , -7228496.958346 , 23939974.875374, 4.197094, -2706407.091617, -4276070.117825, 3869104.374617
1266 , 29 , -21969069.540739 , 889078.435858 , 14872011.846705 , 22779715.837531, 2.997925, -2706407.091617, -4276070.117825, 3869104.374617
1266 , 31 , -8488177.488371 , 12731273.541233 , 21680560.582920 , 25299456.113847, 1.798755, -2706407.091617, -4276070.117825, 3869104.374617
1267 , 2 , -2702371.077795 , -17048265.168225 , 20841971.485604 , 21244347.143467, 2.698132, -2706420.108829, -4276052.253676, 3869114.891870
1267 , 5 , -1771737.027624 , -26382687.563353 , 560011.214652 , 22375173.409253, 2.698132, -2706420.108829, -4276052.253676, 3869114.891870
1267 , 6 , 9223510.774641 , -11840265.606006 , 21968423.062502 , 22961915.420208, 1.798755, -2706420.108829, -4276052.253676, 3869114.891870
1267 , 12 , -10539614.278384 , -18119986.398099 , 16169940.221982 , 20110506.101902, 1.199170, -2706420.108829, -4276052.253676, 3869114.891870
1267 , 19 , 17792914.364430 , -16691787.938719 , 10176006.948172 , 24784758.237413, 8.094396, -2706420.108829, -4276052.253676, 3869114.891870
1267 , 24 , -21011129.295748 , -14987640.580025 , -7231414.765519 , 23940594.599856, 4.197094, -2706420.108829, -4276052.253676, 3869114.891870
1267 , 29 , -21967487.647967 , 888032.199955 , 14874401.491069 , 22779277.015658, 2.098547, -2706420.108829, -4276052.253676, 3869114.891870
1267 , 31 , -8490605.229140 , 12729955.505939 , 21680428.895371 , 25299013.111634, 2.398340, -2706420.108829, -4276052.253676, 3869114.891870
1268 , 2 , -2700037.364216 , -17047357.268855 , 20843044.521916 , 21244662.904780, 2.698132, -2706433.556767, -4276034.796853, 3869124.662546
1268 , 5 , -1771404.142232 , -26382626.708681 , 563179.529427 , 22374678.521961, 2.698132, -2706433.556767, -4276034.796853, 3869124.662546
1268 , 6 , 9225969.106391 , -11838987.670994 , 21968083.092780 , 22962513.575164, 1.798755, -2706433.556767, -4276034.796853, 3869124.662546
1268 , 12 , -10539424.087722 , -18122070.264930 , 16167776.027273 , 20110545.136365, 1.199170, -2706433.556767, -4276034.796853, 3869124.662546
1268 , 19 , 17794193.273704 , -16692216.716848 , 10173149.304198 , 24785337.191856, 8.094396, -2706433.556767, -4276034.796853, 3869124.662546
1268 , 24 , -21010195.444837 , -14987563.058919 , -7234332.423131 , 23941196.350624, 4.796679, -2706433.556767, -4276034.796853, 3869124.662546
1268 , 25 , -14628050.931128 , -7824622.679674 , 20560083.750868 , 20818694.304729, 5.096472, -2706433.556767, -4276034.796853, 3869124.662546
1268 , 29 , -21965905.556479 , 886985.719141 , 14876790.818375 , 22778839.991148, 1.498962, -2706433.556767, -4276034.796853, 3869124.662546
1268 , 31 , -8493033.026190 , 12728637.620932 , 21680296.745371 , 25298571.313338, 2.098547, -2706433.556767, -4276034.796853, 3869124.662546
1269 , 2 , -2697703.478316 , -17046449.457701 , 20844117.139005 , 21244980.917163, 2.698132, -2706447.578682, -4276017.710263, 3869133.644230
1269 , 5 , -1771071.219216 , -26382565.474368 , 566347.832012 , 22374188.590529, 2.098547, -2706447.578682, -4276017.710263, 3869133.644230
1269 , 6 , 9228427.478347 , -11837709.906965 , 21967742.658141 , 22963112.183800, 1.498962, -2706447.578682, -4276017.710263, 3869133.644230
1269 , 12 , -10539234.030625 , -18124153.866568 , 16165611.485241 , 20110587.346766, 1.199170, -2706447.578682, -4276017.710263, 3869133.644230
1269 , 19 , 17795471.831201 , -16692645.409960 , 10170291.440496 , 24785900.720192, 8.094396, -2706447.578682, -4276017.710263, 3869133.644230
1269 , 25 , -14628105.717113 , -7827280.956369 , 20559070.951435 , 20818353.084130, 2.698132, -2706447.578682, -4276017.710263, 3869133.644230
1269 , 29 , -21964323.266322 , 885938.993377 , 14879179.828593 , 22778401.919624, 1.199170, -2706447.578682, -4276017.710263, 3869133.644230
1269 , 31 , -8495460.879485 , 12727319.886226 , 21680164.132923 , 25298128.467802, 2.398340, -2706447.578682, -4276017.710263, 3869133.644230
1270 , 2 , -2695369.420166 , -17045541.734795 , 20845189.336852 , 21245300.988675, 2.698132, -2706462.239212, -4276000.887105, 3869141.876470
1270 , 5 , -1770738.258509 , -26382503.860416 , 569516.122420 , 22373696.233510, 1.798755, -2706462.239212, -4276000.887105, 3869141.876470
1270 , 6 , 9230885.890486 , -11836432.313927 , 21967401.758584 , 22963706.290290, 1.798755, -2706462.239212, -4276000.887105, 3869141.876470
1270 , 12 , -10539044.107061 , -18126237.202999 , 16163446.595890 , 20110627.131587, 1.199170, -2706462.239212, -4276000.887105, 3869141.876470
1270 , 19 , 17796750.036818 , -16693074.018050 , 10167433.357203 , 24786457.041588, 7.195019, -2706462.239212, -4276000.887105, 3869141.876470
1270 , 24 , -21008326.739353 , -14987407.733666 , -7240167.288934 , 23942396.868205, 4.197094, -2706462.239212, -4276000.887105, 3869141.876470
1270 , 25 , -14628160.652408 , -7829939.097397 , 20558057.707567 , 20818019.018125, 1.798755, -2706462.239212, -4276000.887105, 3869141.876470
1270 , 29 , -21962740.777547 , 884892.022672 , 14881568.521686 , 22777961.439978, 1.199170, -2706462.239212, -4276000.887105, 3869141.876470
1270 , 31 , -8497888.788936 , 12726002.301871 , 21680031.058033 , 25297685.622426, 2.398340, -2706462.239212, -4276000.887105, 3869141.876470
1271 , 2 , -2693035.189702 , -17044634.100179 , 20846261.115451 , 21245618.966159, 2.698132, -2706477.614694, -4275984.255855, 3869149.401135
1271 , 5 , -1770405.259979 , -26382441.866838 , 572684.400555 , 22373203.579844, 2.098547, -2706477.614694, -4275984.255855, 3869149.401135
1271 , 6 , 9233344.342644 , -11835154.891953 , 21967060.394133 , 22964308.458775, 2.698132, -2706477.614694, -4275984.255855, 3869149.401135
1271 , 12 , -10538854.316940 , -18128320.274177 , 16161281.359296 , 20110667.788918, 1.199170, -2706477.614694, -4275984.255855, 3869149.401135
1271 , 19 , 17798027.890489 , -16693502.541035 , 10164575.054528 , 24787020.831684, 8.094396, -2706477.614694, -4275984.255855, 3869149.401135
1271 , 24 , -21007391.884887 , -14987329.929570 , -7243084.496806 , 23943015.824911, 5.096472, -2706477.614694, -4275984.255855, 3869149.401135
1271 , 25 , -14628215.736944 , -7832597.102871 , 20557044.019257 , 20817681.950680, 1.498962, -2706477.614694, -4275984.255855, 3869149.401135
1271 , 29 , -21961158.090255 , 883844.806993 , 14883956.897544 , 22777525.427584, 1.199170, -2706477.614694, -4275984.255855, 3869149.401135
1271 , 31 , -8500316.754455 , 12724684.867909 , 21679897.520708 , 25297249.338199, 2.098547, -2706477.614694, -4275984.255855, 3869149.401135
1272 , 2 , -2690700.787146 , -17043726.553899 , 20847332.474753 , 21245942.946517, 2.698132, -2706493.676952, -4275967.754923, 3869156.321805
1272 , 5 , -1770072.223656 , -26382379.493632 , 575852.666410 , 22372705.219950, 2.098547, -2706493.676952, -4275967.754923, 3869156.321805
1272 , 6 , 9235802.834847 , -11833877.641029 , 21966718.564780 , 22964905.845895, 3.297717, -2706493.676952, -4275967.754923, 3869156.321805
1272 , 12 , -10538664.660330 , -18130403.079970 , 16159115.775529 , 20110712.651752, 1.199170, -2706493.676952, -4275967.754923, 3869156.321805
1272 , 24 , -21006456.695769 , -14987252.031314 , -7246001.554897 , 23943614.696399, 4.796679, -2706493.676952, -4275967.754923, 3869156.321805
1272 , 25 , -14628270.970743 , -7835254.972627 , 20556029.886534 , 20817344.586580, 1.199170, -2706493.676952, -4275967.754923, 3869156.321805
1272 , 29 , -21959575.204492 , 882797.346410 , 14886344.956135 , 22777091.823315, 1.498962, -2706493.676952, -4275967.754923, 3869156.321805
1272 , 31 , -8502744.776047 , 12723367.584338 , 21679763.520949 , 25296808.551655, 2.098547, -2706493.676952, -4275967.754923, 3869156.321805
1273 , 2 , -2688366.212356 , -17042819.095985 , 20848403.414770 , 21246264.187191, 2.698132, -2706510.464425, -4275951.422735, 3869162.569589
1273 , 5 , -1769739.149484 , -26382316.740809 , 579020.919750 , 22372217.033545, 2.398340, -2706510.464425, -4275951.422735, 3869162.569589
1273 , 6 , 9238261.366922 , -11832600.561235 , 21966376.270549 , 22965513.685698, 2.997925, -2706510.464425, -4275951.422735, 3869162.569589
1273 , 12 , -10538475.137067 , -18132485.620458 , 16156949.844575 , 20110753.588286, 1.199170, -2706510.464425, -4275951.422735, 3869162.569589
1273 , 24 , -21005521.172195 , -14987174.038858 , -7248918.462764 , 23944233.042351, 6.295642, -2706510.464425, -4275951.422735, 3869162.569589
1273 , 25 , -14628326.353754 , -7837912.706637 , 20555015.309432 , 20817009.892361, 1.199170, -2706510.464425, -4275951.422735, 3869162.569589
1273 , 29 , -21957992.120272 , 881749.640720 , 14888732.697487 , 22776650.994653, 1.498962, -2706510.464425, -4275951.422735, 3869162.569589
1273 , 31 , -8505172.853593 , 12722050.451218 , 21679629.058765 , 25296374.361223, 2.398340, -2706510.464425, -4275951.422735, 3869162.569589
1274 , 2 , -2686031.465496 , -17041911.726472 , 20849473.935468 , 21246585.445310, 2.698132, -2706527.988931, -4275935.325842, 3869168.096001
1274 , 5 , -1769406.037412 , -26382253.608370 , 582189.160672 , 22371722.861693, 2.698132, -2706527.988931, -4275935.325842, 3869168.096001
1274 , 6 , 9240719.938902 , -11831323.652549 , 21966033.511433 , 22966117.948183, 2.698132, -2706527.988931, -4275935.325842, 3869168.096001
1274 , 12 , -10538285.747231 , -18134567.895476 , 16154783.566532 , 20110796.950399, 1.199170, -2706527.988931, -4275935.325842, 3869168.096001
1274 , 19 , 17801859.339519 , -16694787.599094 , 10155998.830738 , 24788749.667323, 15.889000, -2706527.988931, -4275935.325842, 3869168.096001
1274 , 24 , -21004585.314033 , -14987095.952303 , -7251835.220635 , 23944840.604066, 7.195019, -2706527.988931, -4275935.325842, 3869168.096001
1274 , 25 , -14628381.885991 , -7840570.304775 , 20554000.287973 , 20816676.995518, 1.199170, -2706527.988931, -4275935.325842, 3869168.096001
1274 , 29 , -21956408.837728 , 880701.690141 , 14891120.121428 , 22776217.372943, 1.798755, -2706527.988931, -4275935.325842, 3869168.096001
1274 , 31 , -8507600.987147 , 12720733.468517 , 21679494.134154 , 25295930.869863, 3.297717, -2706527.988931, -4275935.325842, 3869168.096001
1275 , 2 , -2683696.546649 , -17041004.445414 , 20850544.036811 , 21246911.955949, 2.997925, -2706546.132003, -4275919.469184, 3869173.010721
1275 , 5 , -1769072.887394 , -26382190.096321 , 585357.389055 , 22371228.236152, 3.297717, -2706546.132003, -4275919.469184, 3869173.010721
1275 , 6 , 9243178.550685 , -11830046.915017 , 21965690.287444 , 22966723.851009, 2.698132, -2706546.132003, -4275919.469184, 3869173.010721
1275 , 12 , -10538096.490750 , -18136649.905013 , 16152616.941426 , 20110840.138011, 1.199170, -2706546.132003, -4275919.469184, 3869173.010721
1275 , 24 , -21003649.121191 , -14987017.771779 , -7254751.828555 , 23945427.033563, 7.195019, -2706546.132003, -4275919.469184, 3869173.010721
1275 , 25 , -14628437.567426 , -7843227.766983 , 20552984.822184 , 20816347.257161, 1.199170, -2706546.132003, -4275919.469184, 3869173.010721
1275 , 29 , -21954825.356855 , 879653.494516 , 14893507.228013 , 22775778.219504, 1.798755, -2706546.132003, -4275919.469184, 3869173.010721
1275 , 31 , -8510029.176447 , 12719416.636382 , 21679358.747129 , 25295498.023046, 4.796679, -2706546.132003, -4275919.469184, 3869173.010721
1276 , 2 , -2681361.455665 , -17040097.252828 , 20851613.718823 , 21247230.509276, 2.698132, -2706564.877516, -4275903.900762, 3869177.206678
1276 , 5 , -1768739.699356 , -26382126.204671 , 588525.604772 , 22370738.252376, 2.997925, -2706564.877516, -4275903.900762, 3869177.206678
1276 , 6 , 9245637.202307 , -11828770.348602 , 21965346.598582 , 22967324.815385, 2.698132, -2706564.877516, -4275903.900762, 3869177.206678
1276 , 12 , -10537907.367541 , -18138731.649048 , 16150449.969302 , 20110882.592710, 1.199170, -2706564.877516, -4275903.900762, 3869177.206678
1276 , 24 , -21002712.594072 , -14986939.497074 , -7257668.285835 , 23946056.774554, 13.790453, -2706564.877516, -4275903.900762, 3869177.206678
1276 , 25 , -14628493.398005 , -7845885.093338 , 20551968.912059 , 20816011.969627, 1.199170, -2706564.877516, -4275903.900762, 3869177.206678
1276 , 29 , -21953241.677767 , 878605.053867 , 14895894.017110 , 22775343.393714, 1.798755, -2706564.877516, -4275903.900762, 3869177.206678
1276 , 31 , -8512457.421660 , 12718099.954708 , 21679222.897687 , 25295058.125958, 4.796679, -2706564.877516, -4275903.900762, 3869177.206678
1277 , 2 , -2679026.192808 , -17039190.148774 , 20852682.981438 , 21247554.856092, 2.698132, -2706584.139888, -4275888.625173, 3869180.721896
1277 , 5 , -1768406.473256 , -26382061.933422 , 591693.807870 , 22370242.649612, 2.698132, -2706584.139888, -4275888.625173, 3869180.721896
1277 , 6 , 9248095.893553 , -11827493.953425 , 21965002.444867 , 22967931.259177, 2.398340, -2706584.139888, -4275888.625173, 3869180.721896
1277 , 12 , -10537718.377654 , -18140813.127450 , 16148282.650241 , 20110929.322718, 1.199170, -2706584.139888, -4275888.625173, 3869180.721896
1277 , 25 , -14628549.377747 , -7848542.283634 , 20550952.557647 , 20815679.160036, 1.498962, -2706584.139888, -4275888.625173, 3869180.721896
1277 , 29 , -21951657.800487 , 877556.368195 , 14898280.488725 , 22774906.264502, 1.798755, -2706584.139888, -4275888.625173, 3869180.721896
1277 , 31 , -8514885.722400 , 12716783.423719 , 21679086.585845 , 25294636.901029, 5.696057, -2706584.139888, -4275888.625173, 3869180.721896
1278 , 2 , -2676690.758035 , -17038283.133289 , 20853751.824649 , 21247880.145207, 2.398340, -2706603.957577, -4275873.677566, 3869183.458279
